timestamp,source,scenario,lat,lon,alt,lat_std,lon_std,mean_cnr,min_cnr,max_cnr,std_cnr,cnr_trend,num_satellites,sat_mean,sat_min,sat_visibility,sat_drop_rate,pdop,hdop,vdop,gdop,dop_ratio,solution_status,baseline_sats,solution_age,fix_continuity,fix_transitions,position_variance,cnr_variance,elevation_violations,multipath,clock_bias,iono_delay,tropo_delay,cycle_slips,residual_mean,residual_std,label,label_name
2015-03-10 14:18:31+00:00,oxford,oxford_2015-03-10,51.760879,-1.261494,66.719501,2.7670145,3.6883515,40.0,40.0,40.0,0.0,0.0,5.0,5.0,5.0,0.1,0.0,2.5,1.5,1.5,2.5495097567963922,1.0,0.8,5.0,0.0,1.0,0.0,5.932210000002029e-07,0.0,0.0,7.415262500002536e-07,0.0,0.0,1.5260537884,0.0,3.0,0.0,1,WARNING
2015-03-10 14:18:32+00:00,oxford,oxford_2015-03-10,51.760879,-1.261492,66.543474,2.7667873333333333,3.6874249999999997,40.0,40.0,40.0,0.0,0.0,5.0,5.0,5.0,0.1,0.0,2.5,1.5,1.5,2.5495097567963922,1.0,0.8,5.0,0.0,1.0,0.0,3.026631333333416e-06,0.0,0.0,3.7832891666667697e-06,0.0,0.0,1.5280957015999999,0.0,3.0,0.0,1,WARNING
2015-03-10 14:18:33+00:00,oxford,oxford_2015-03-10,51.76088,-1.261492,66.551336,2.766943,3.6872202499999998,40.0,40.0,40.0,0.0,0.0,5.0,5.0,5.0,0.1,0.0,2.5,1.5,1.5,2.5495097567963922,1.0,0.8,5.0,0.0,1.0,0.0,2.282372916666755e-06,0.0,0.0,2.852966145833444e-06,0.0,0.0,1.5280045024,0.0,3.0,0.0,1,WARNING
2015-03-10 14:18:34+00:00,oxford,oxford_2015-03-10,51.760879,-1.261492,66.710381,2.766805,3.6866107999999995,40.0,40.0,40.0,0.0,0.0,5.0,5.0,5.0,0.1,0.0,2.5,1.5,1.5,2.5495097567963922,1.0,0.8,5.0,0.0,1.0,0.0,3.6641462000001885e-06,0.0,0.0,4.580182750000236e-06,0.0,0.0,1.5261595803999999,0.0,3.0,0.0,1,WARNING
2015-03-10 14:18:35+00:00,oxford,oxford_2015-03-10,51.760878,-1.261492,66.798965,2.7667631666666668,3.6860836666666663,40.0,40.0,40.0,0.0,0.0,5.0,5.0,5.0,0.1,0.0,2.5,1.5,1.5,2.5495097567963922,1.0,0.8,5.0,0.0,1.0,0.0,4.609034433333608e-06,0.0,0.0,5.76129304166701e-06,0.0,0.0,1.5251320059999998,0.0,3.0,0.0,1,WARNING
2015-03-10 14:18:36+00:00,oxford,oxford_2015-03-10,51.760877,-1.261494,66.929361,2.766804142857143,3.6857641428571424,40.0,40.0,40.0,0.0,0.0,5.0,5.0,5.0,0.1,0.0,2.5,1.5,1.5,2.5495097567963922,1.0,0.8,5.0,0.0,1.0,0.0,4.567283619047732e-06,0.0,0.0,5.709104523809666e-06,0.0,0.0,1.5236194124,0.0,3.0,0.0,1,WARNING
2015-03-10 14:18:37+00:00,oxford,oxford_2015-03-10,51.760879,-1.261493,66.739109,2.7760555,3.69132775,40.0,40.0,40.0,0.0,0.0,5.0,5.0,5.0,0.1,0.0,2.5,1.5,1.5,2.5495097567963922,1.0,0.8,5.0,0.0,1.0,0.0,0.000936245481928573,0.0,0.0,0.0011703068524107163,0.0,0.0,1.5258263356,0.0,3.0,0.0,1,WARNING
2015-03-10 14:18:38+00:00,oxford,oxford_2015-03-10,51.760884,-1.261502,67.009081,2.775720111111111,3.6911751111111113,40.0,40.0,40.0,0.0,0.0,5.0,5.0,5.0,0.1,0.0,2.5,1.5,1.5,2.5495097567963922,1.0,0.8,5.0,0.0,1.0,0.0,0.0008204368557222236,0.0,0.0,0.0010255460696527794,0.0,0.0,1.5226946604,0.0,3.0,0.0,1,WARNING
2015-03-10 14:18:39+00:00,oxford,oxford_2015-03-10,51.760892,-1.261518,66.764578,2.7765883,3.6913324000000003,40.0,40.0,40.0,0.0,0.0,5.0,5.0,5.0,0.1,0.0,2.5,1.5,1.5,2.5495097567963922,1.0,0.8,5.0,0.0,1.0,0.0,0.0007370621225000012,0.0,0.0,0.0009213276531250015,0.0,0.0,1.5255308951999997,0.0,3.0,0.0,1,WARNING
2015-03-10 14:18:40+00:00,oxford,oxford_2015-03-10,51.760894,-1.261546,67.217192,2.7824904545454543,3.6917434545454544,40.0,40.0,40.0,0.0,0.0,5.0,5.0,5.0,0.1,0.0,2.5,1.5,1.5,2.5495097567963922,1.0,0.8,5.0,0.0,1.0,0.0,0.0010484042455454537,0.0,0.0,0.0013105053069318172,0.0,0.0,1.5202805728,0.0,3.0,0.0,1,WARNING
2015-03-10 14:18:41+00:00,oxford,oxford_2015-03-10,51.760892,-1.261567,67.106518,2.7827568333333335,3.6804120833333336,40.0,40.0,40.0,0.0,0.0,6.0,5.083333333333333,5.0,0.12,0.0,2.5,1.5,1.5,2.5495097567963922,1.0,0.8,6.0,0.0,1.0,0.0,0.002494745943143941,0.0,0.0,0.0031184324289299263,0.0,0.0,1.5215643912,0.0,3.0,0.0,1,WARNING
2015-03-10 14:18:42+00:00,oxford,oxford_2015-03-10,51.76089,-1.261572,66.567663,2.7467913076923076,3.5736019230769234,40.0,40.0,40.0,0.0,0.0,6.0,5.153846153846154,5.0,0.12,0.0,2.5,1.5,1.5,2.5495097567963922,1.0,0.8,6.0,0.0,1.0,0.0,0.16741193224014103,0.0,0.0,0.2092649153001763,0.0,0.0,1.5278151092,0.0,3.0,0.0,1,WARNING
2015-03-10 14:18:43+00:00,oxford,oxford_2015-03-10,51.760892,-1.261585,65.87517,2.840780357142857,3.4807680000000003,40.0,40.0,40.0,0.0,0.0,5.0,5.142857142857143,5.0,0.1,-0.07692307692307693,2.5,1.5,1.5,2.5495097567963922,1.0,0.8,5.0,0.0,1.0,0.0,0.3988631929651703,0.0,0.0,0.4985789912064629,0.0,0.0,1.5358480279999998,0.0,3.0,0.0,1,WARNING
2015-03-10 14:18:44+00:00,oxford,oxford_2015-03-10,51.760888,-1.261592,66.012311,2.9207814666666665,3.3994294666666667,40.0,40.0,40.0,0.0,0.0,5.0,5.133333333333334,5.0,0.1,-0.07142857142857142,2.5,1.5,1.5,2.5495097567963922,1.0,0.8,5.0,0.0,1.0,0.0,0.5656149828441047,0.0,0.0,0.7070187285551309,0.0,0.0,1.5342571924,0.0,3.0,0.0,1,WARNING
2015-03-10 14:18:45+00:00,oxford,oxford_2015-03-10,51.760896,-1.261585,64.381155,2.9895625,3.327460375,40.0,40.0,40.0,0.0,0.0,5.0,5.125,5.0,0.1,-0.06666666666666667,2.5,1.5,1.5,2.5495097567963922,1.0,0.8,5.0,0.0,1.0,0.0,0.6864734085487834,0.0,0.0,0.8580917606859793,0.0,0.0,1.5531786019999998,0.0,3.0,0.0,1,WARNING
2015-03-10 14:18:46+00:00,oxford,oxford_2015-03-10,51.760891,-1.261585,64.830927,3.0344796470588236,3.2633533529411767,40.0,40.0,40.0,0.0,0.0,6.0,5.176470588235294,5.0,0.12,-0.0625,2.5,1.5,1.5,2.5495097567963922,1.0,0.8,6.0,0.0,1.0,0.0,0.7477322469261103,0.0,0.0,0.9346653086576379,0.0,0.0,1.5479612468,0.0,3.0,0.0,1,WARNING
2015-03-10 14:18:47+00:00,oxford,oxford_2015-03-10,51.760904,-1.261585,62.551229,3.0098468333333335,3.2053325,40.0,40.0,40.0,0.0,0.0,6.0,5.222222222222222,5.0,0.12,-0.058823529411764705,2.5,1.5,1.5,2.5495097567963922,1.0,0.8,6.0,0.0,1.0,0.0,0.7752655050919413,0.0,0.0,0.9690818813649266,0.0,0.0,1.5744057435999999,0.0,3.0,0.0,1,WARNING
